id,Tlag_SAEM,ka_SAEM,V_SAEM,alpha_SAEM,beta_SAEM,Tlag_sd,ka_sd,V_sd,alpha_sd,beta_sd,Tlag_randomEffects,ka_randomEffects,V_randomEffects,alpha_randomEffects,beta_randomEffects
1,-6.29308385417503935,-0.74072483887380003,5.56584601689412750,2.57339247940568772,-1.59343057566067126,1.42365041336736042,0.69268320114700477,0.45017383263250016,0.31621067308862283,0.11976419342066273,-0.04976680243379003,-0.31791674699131311,0.34072987676245314,0.09188135829670757,0.01138432294471027
2,-6.15976887086400637,-0.50689306256823563,5.45178834023143377,2.62915567288695406,-1.59704921074665851,1.36320156493425193,0.76293441882126289,0.49500780360686769,0.30539923462731539,0.12328144730384219,0.08354818087724802,-0.08408497068574863,0.22667220009976044,0.14764455177797436,0.00776568785872252
3,-6.17387790753305854,-0.95854347254203165,5.63132510492457072,2.57179708979858734,-1.59505533334812721,1.48463107076157486,0.77067620125604697,0.49098117665188629,0.31723599938407659,0.12649289393101576,0.06943914420819333,-0.53573538065954396,0.40620896479289736,0.09028596868960806,0.00975956525725451
4,-6.36652316543046304,1.26788243274841395,4.89517854278708597,2.41618923553864429,-1.60073759494844481,1.45193539755551893,0.60162757303701342,0.20321541856970982,0.22844567647215064,0.11807252400056037,-0.12320611368921117,1.69069052463090119,-0.32993759734458522,-0.06532188557033518,0.00407730365693652
5,-6.19098568994467868,0.14573379714078266,5.38522621677017099,2.61918110136052729,-1.58947533205167590,1.41614524076891057,0.78504534902170797,0.36374945261209152,0.26190603814438357,0.11786605245325936,0.05233136179657503,0.56854188902326963,0.16011007663849638,0.13766998025154650,0.01533956655370575
6,-6.33550309007015056,-0.19606201632504466,5.34809819029801936,2.58270931418596295,-1.60070645547887591,1.53079423097664291,0.62093458540926649,0.37129377159475957,0.29508432493706660,0.11551153431218765,-0.09218603832889487,0.22674607555744228,0.12298205016634693,0.10119819307698300,0.00410844312650546
7,-6.22049589096019950,0.27912725415139361,5.47281658933164650,2.60574092440802740,-1.59020451468330326,1.43559067385999151,0.76726093571557952,0.34566931519189303,0.29134612492876893,0.12429869926855358,0.02282116078105168,0.70193534603388086,0.24770044919997264,0.12422980329904759,0.01461038392207818
8,-6.29526642433383721,-0.91728058367352894,4.85689089396053486,2.29108194833630652,-1.63062582557349511,1.43786636584212890,0.43163759876494834,0.34954184783211628,0.20530613424342342,0.11695660562124152,-0.05194937259258504,-0.49447249179104175,-0.36822524617113578,-0.19042917277267232,-0.02581092696811350
9,-6.31866928062332356,-0.70113557555538042,3.86311736630742031,1.93334033233330693,-1.65667003395881207,1.33997004250376439,0.30927657443039480,0.26102495065852199,0.11063079996548449,0.11083334536442778,-0.07535222888206747,-0.27832748367289328,-1.36199877382425183,-0.54817078877567260,-0.05185513535343139
10,-6.23278492745109336,-0.69118113103104450,5.58793152064059218,2.70242468589144513,-1.58320482156069353,1.48475755058218772,0.69964479707355831,0.50172489938969311,0.30777588174834780,0.11586464780070685,0.01053212429015687,-0.26837303914855742,0.36281538050891748,0.22091356478246582,0.02161007704468806
11,-6.27559452580569754,-1.16970415114015380,5.21574985557449811,2.43247553633483182,-1.61575941838723414,1.47927075372250583,0.40938058859526455,0.35902809361961957,0.22278072079179387,0.11531259453995100,-0.03227747406444586,-0.74689605925766733,-0.00936628455717555,-0.04903558477414745,-0.01094451978185228
12,-6.26871308173780317,-0.81284446898255636,5.49788984207488163,2.55620761419028097,-1.59834515955833512,1.43032910463400897,0.55369460643587998,0.40513211388462478,0.27434484717853380,0.11832095521649628,-0.02539602999655160,-0.39003637710006972,0.27277370194320943,0.07469649308130237,0.00646973904704518
