id,Tlag_SAEM,ka_SAEM,V_SAEM,alpha_SAEM,beta_SAEM,Tlag_sd,ka_sd,V_sd,alpha_sd,beta_sd,Tlag_randomEffects,ka_randomEffects,V_randomEffects,alpha_randomEffects,beta_randomEffects
1,-7.77319355000654166,-0.58744493153112654,5.59789927856988179,0.01698231573381400,-0.37549848308613476,3.73961043175249319,0.61955105235390306,0.31371417145459890,0.00000000000000000,0.00000000000000000,0.01638359364344156,-0.27655643647137418,0.32529755108861996,0.00000000000000000,0.00000000000000000
2,-7.86910232461777781,-0.30697741696764258,5.57178220049859529,0.01698231573381400,-0.37549848308613476,3.55298671216411321,0.59144048093790935,0.27885771490693984,0.00000000000000000,0.00000000000000000,-0.07952518096779693,0.00391107809210981,0.29918047301733564,0.00000000000000000,0.00000000000000000
3,-7.75862323892326078,-0.74473831030693549,5.69937234690737871,0.01698231573381400,-0.37549848308613476,3.79430285636390963,0.68730756040135177,0.36025908814749730,0.00000000000000000,0.00000000000000000,0.03095390472672391,-0.43384981524718302,0.42677061942611383,0.00000000000000000,0.00000000000000000
4,-8.22651386752035485,1.28817271086557583,4.92887946826867385,0.01698231573381400,-0.37549848308613476,3.22164873911537475,0.48872061375198739,0.11987055641383329,0.00000000000000000,0.00000000000000000,-0.43693672387036675,1.59906120592532730,-0.34372225921258392,0.00000000000000000,0.00000000000000000
5,-8.43800370587772974,0.29310157990368207,5.47081322749559362,0.01698231573381400,-0.37549848308613476,3.33640343786689941,0.56369698203537821,0.18997021593713551,0.00000000000000000,0.00000000000000000,-0.64842656222773765,0.60399007496343482,0.19821150001433149,0.00000000000000000,0.00000000000000000
6,-7.99555484329171851,-0.10314799518880051,5.44185148301279664,0.01698231573381400,-0.37549848308613476,3.29665502993626758,0.50570953711150235,0.20624023207026881,0.00000000000000000,0.00000000000000000,-0.20597769964173457,0.20774049987095194,0.16924975553153371,0.00000000000000000,0.00000000000000000
7,-8.35119417612721016,0.29216900992347611,5.53347765377516332,0.01698231573381400,-0.37549848308613476,3.38090899986201210,0.58067330180223886,0.20532948762073017,0.00000000000000000,0.00000000000000000,-0.56161703247722294,0.60305750498322852,0.26087592629390177,0.00000000000000000,0.00000000000000000
8,-8.19942484971903340,-1.03054557606955388,4.77606476985241901,0.01698231573381400,-0.37549848308613476,3.69116949220688539,0.33718403777580491,0.21331328783769590,0.00000000000000000,0.00000000000000000,-0.40984770606905041,-0.71965708100980152,-0.49653695762884142,0.00000000000000000,0.00000000000000000
9,-8.66702897111208159,-0.70093747798105166,3.88198412605611187,0.01698231573381400,-0.37549848308613476,3.28213094738949396,0.13801105918495102,0.08236187794131662,0.00000000000000000,0.00000000000000000,-0.87745182746209083,-0.39004898292129947,-1.39061760142515034,0.00000000000000000,0.00000000000000000
10,-7.98457374597759895,-0.42256451158900515,5.76443353114168922,0.01698231573381400,-0.37549848308613476,3.58261235502847564,0.53045211634738454,0.25476567038959158,0.00000000000000000,0.00000000000000000,-0.19499660232761254,-0.11167601652925281,0.49183180366042761,0.00000000000000000,0.00000000000000000
11,-4.83756936392068759,-0.88908181501465178,5.18020680753029694,0.01698231573381400,-0.37549848308613476,4.82288280191946317,0.58232010808402435,0.21174834409456442,0.00000000000000000,0.00000000000000000,2.95200777972929806,-0.57819331995489964,-0.09239491995096362,0.00000000000000000,0.00000000000000000
12,-7.45395209310498785,-0.81099280447284794,5.47855408880084305,0.01698231573381400,-0.37549848308613476,3.92421445597540064,0.44743318368115309,0.24101957563505952,0.00000000000000000,0.00000000000000000,0.33562505054499964,-0.50010430941309525,0.20595236131957786,0.00000000000000000,0.00000000000000000
